text,label
📺👇/ 🤔,1
▓██┼─┤┬━│╮,1
...🤔📻,1
🤡 👍 🎉  💪,0
👎  🤮-_- 👎  👎,0
🔥❤️🎉 👍,2
🐍шок😠(((,0
📺☕ 🤖🤖,1
🔪 мда,0
😍🤝,2
💩 🤦‍♂️🤮  cringe  😒,0
❤️👍 імба👍^_^,2
🚬 🔫ок 💣,0
👎🤦‍♂️((,0
???  🗑️ 😡,0
++ 🇺🇦😍,2
😭🙏🥺😩 хочу,2
👌🇺🇦 😂😍,2
💅 ☕💅 ///,1
😩😩🥺 need,2
🤢-🗑️,0
⁉❓L⚠,0
🫶 😂  🔥 👌,2
ну давай 🚬,0
🔥))) 👏 красава 👍,2
┤─┼┤┼─,1
)) 🥰💯,2
┬├█═▒═,1
👇 +/-💅 📌 📻,1
┴╮┴▒┤╯,1
━═┤━┤┤░║,1
💯  💯🎉,2
🎀 ☀🎶 🌙cute,2
─▒┼├┴━╮╯█,1
🌸 🌸 💖  ♡  ☀,2
топ 👍👌 😂 )),2
❌ ❗ ❗дно,0
🗑️🤮 😤 (((,0
🚬 🚬  побачимо,0
!!!11топ 💕🇺🇦,2
super🫶🫶 ))💯👍,2
💢топ,0
🤡 💕 💯,0
🤡 ❤️ 💯,0
🤬 дно 🤦‍♂️ 👎??😒,0
---🐷🤢 🤬,0
🔥🥰💕🎉!!!,2
❗❓жах ❌,0
🥺  😭будь ласка,2
:)  🤝,2
😩 🥺будь ласка,2
❤️ 😍 :),2
💢💉 топ,0
🔥💯based😂 🔥 +,2
☀⭐❀,2
жах😤,0
++😍,2
❀ ❀ ♡  ✿ краса,2
🔪💣ок ☠,0
♡🌙♥♡,2
🤮(((,0
(((😠  🗑️,0
✿♡ 🌿  ☁✨aesthetic,2
╮╮┼├┴═━│┤,1
😡😒🗑️🤮,0
🫶🥰🎉🇺🇦 ++,2
👎🤡 👎  ?!?!  👎,0
...  👇,1
💕 ++ 😂,2
///🚶📻👀,1
☕🤷‍♂️👀,1
██╰║╯├┼,1
😤😠 ???,0
✿  ⭐ 🎶 краса,2
💊  ок,0
(((👎,0
ну давай 💢,0
💉☠ 🔪 топ,0
👏❤️ 💯🇺🇦,2
─╮┼,1
+ 👌 💪😍🔥,2
📌  ...📌,1
┴│─│,1
жах 🐷 ???,0
░═┤░╰╮,1
👍 💕 ❤️!!! 😂,2
👇👇🤖 🤖,1
!!!11💪,2
🌿 ⭐💖 ♥♡,2
✨🎀,2
)))👌,2
│═┬▒┤├,1
💊мда💢💢,0
💕)) 👏 💯,2
🚶🤷‍♂️☕ ...,1
🤡 🇺🇦,0
красава 😂 💯 👏,2
🐍 😤 🤦‍♂️ ---,0
📻 ☕ 💅,1
❤️ 🤝,2
🎉 )) 💕,2
)))👍😍💕  😍,2
🌙 ☀ ♡ ✿⭐топ,2
🙏😩дайте,2
☀ ✿✿,2
🌸♥♥ ⭐,2
💯 ^_^🇺🇦 ❤️ 😂,2
🤡 💪 🫶 🇺🇦,0
))💪 ❤️🤝 💕,2
╯│┬┬╰│╰═,1
┼▒░╰,1
топ 💢💊🚬,0
🇺🇦🫶  🇺🇦  🥰,2
///☕🤖 🤖👇,1
топ  )))💪,2
😭 😭  🥺дайте,2
🤦‍♂️🗑️ ??? 🤮,0
💖 ♥💖⭐,2
💪 💯 🇺🇦,2
💕💕🎉!!!11🎉,2
☀ ♥ 🎀🎶 ♡,2
😩 🙏,2
☕ ..  🤔,1
🤡 💯  👏,0
🌸⭐,2
🤬-_-,0
▓║╭┼▓▒▓,1
🥺  🥺,2
🚶 🤔 🤔👇~,1
❤️:)🎉,2
🤡 🤝🫶,0
((  🤮🗑️ 😤  🤦‍♂️,0
🤡 🔥😂🫶,0
🇺🇦 ору  ))) 🤝 🤝  🤝,2
▒█░╮,1
🥺🙏 🥺 😩  будь ласка,2
▒┴├─━,1
🩸  топ💣💉,0
👇👀  +/-,1
ору🇺🇦🇺🇦))),2
┴╭┤┤═┤┬┴,1
🤷‍♂️ 😶  +/-,1
😩 🥺 😭😭,2
💖☀  🌙,2
💯 :)🤝,2
💅 📌📌/,1
🤷‍♂️🤷‍♂️ 👀...📌,1
❤️💯 👏😂,2
!!!11🫶💯,2
═┬┬╯╭│░,1
😠🐷  😠🐍,0
☕😶 ///🤔,1
🎶 ♡♡  cute,2
╮█┬┼═┬═,1
💉 💣 ок💣,0
🤡 👍🇺🇦,0
!!! 👌🥰🎉🔥,2
👏 )))🤝😍👌,2
💊 побачимо,0
🤮💩💩,0
👇 /// 👀 💅,1
│─╰┬▒█┼│╯,1
🚬  💢 💢 топ,0
🎶✨ 💖топ,2
🫶 !!!,2
🤢 :( 😤 😤🤬,0
🤬 😤 👎  (((😒,0
█═▒│,1
😩💩?!?!🤢,0
💊🔪 топ💊,0
!!!11👍 😂🤝👍W,2
😍🎉👏,2
║┬▒,1
╯─█╮╮━│,1
:)  😂,2
😶 +/-📌,1
░═├━░━│,1
╰╮│━┤█│├▓,1
💯💯💯лол🥰,2
👍👍^_^ ❤️ору 🎉,2
✨🎀🌙🌿 краса,2
🔫ну давай ☠🔪,0
L💩 👎,0
💩,0
📻🤷‍♂️..☕,1
☁♡🌿 cute,2
🐷🗑️🐍  🐷,0
)) дякую💯💪,2
😩 🥺🙏  😭 хочу,2
🤢 😠 🤢 ((,0
🐍???🤦‍♂️,0
⚠ мда⁉,0
🤝  ))) 😂,2
🤡 ❤️ 💕🥰,0
😂)))  💯,2
😠 🤢 😤,0
╰┤╮╮▓━,1
///  📻😶,1
🤡 🫶 😂 💪,0
((😒,0
капець⁉ 🚫 ✖ ‼,0
🤝 !!!11😂,2
^_^🇺🇦ору🥰😂  🇺🇦,2
🫶:) дякую 💯  💕,2
🤬 🤢,0
😠🐷,0
❌ ❌cringe❓,0
👀 ///,1
🤔👀☕,1
💢  🩸мда,0
^_^💪🤝 💪👌,2
мда- 🐍,0
░╮═▓░│╭░┼─,1
👇...💅,1
баг ,1
👏 ))),2
based!!! 🔥,2
🇺🇦^_^👌👏,2
+/- 📺💅📺,1
🎀☀ краса,2
💖🌙 ❀ ❀aesthetic,2
😩 🐷🐷 🤮,0
🤡💩 😤,0
🔥😂❤️,2
💩😤:(,0
👇 ///👇,1
шок⁉⁉,0
‼⚠ ⛔ ❗мда,0
🤡 😂 🫶  💯,0
імба  :)  👏,2
--- L🐷😤,0
👎 😡🤡,0
─╯┤├╮╯├,1
📺☕😶 ///,1
😤 😡🐍,0
🇺🇦💯 🔥!!!11,2
💅+/- 🚶,1
-  🤮,0
😩🥺 🥺,2
😡💩😡,0
❓ жах❓,0
🤔 🚶 👇,1
😭 😭 🥺 need,2
😭🙏🥺🙏,2
топ 🔫 🩸 🔪,0
⛔ ⁉ ❓✖ капець,0
🥺🥺 🙏,2
📌 🤔  🤷‍♂️,1
👍!!!,2
/ 🤖 🚶🤷‍♂️,1
🥺 🥺🥺,2
🫶))👌  🔥,2
😡 🤮-_-,0
💅😶☕,1
🤷‍♂️ 📺...,1
🤡 😍 🤝🥰😂,0
👍💯 ^_^🫶,2
😠 ??? 🤦‍♂️ 🗑️,0
🔫 💢 побачимо  🔫,0
👏👏^_^,2
🐍?!?!  🤡,0
🤡 мда,0
💅📻👇🤔..,1
мда☠,0
🌸⭐♡  🌸,2
🙏😭 🥺🙏,2
👎🤮((( 🤢 👎,0
🤡 🤝💯👍,0
├┼═,1
based 🤝💯  💪 🥰,2
😂,2
╰║├,1
✿ ✿,2
💖🎶 ♥🌙 ☀,2
☠💉 топ,0
🚬 💊 💢 ок,0
👌👌👌  !!!11👏,2
👎(((,0
💢побачимо🔫,0
!!!🇺🇦👏 🫶,2
🔥 ^_^🥰,2
🔫🚬 мда  💣,0
♥♡ ✿ ✨ вау,2
💅👀~📻,1
🤷‍♂️ ... 📻,1
╭├╯,1
🥰  😍 ++,2
🙏 😩 дайте,2
:)❤️,2
╯┬╰▒╭▓░,1
😍🥰🎉!!! based,2
/  🤖,1
❤️  👍!!!11,2
📺📌 👇+/-🤔,1
🚶 📺...👀📻,1
🎉 🤝!!!🫶,2
🤮 😒 💩???,0
╭╰─,1
─┬╭,1
🎉:),2
🔪 ну давай 💢,0
🌿✿☀,2
🤝 🥰^_^🫶 💪,2
🌙 ♥☀ ⭐ 🌿aesthetic,2
😂🔥 👍🥰,2
^_^👏 based,2
😒🗑️ 🗑️,0
мда 💊 💢,0
🫶 ^_^💕,2
👀 ☕🤔  ...📻,1
💉ну давай  🔫🚬,0
🤮 🐷,0
...☕📻,1
🌙🌿🎀✿✿ aesthetic,2
💊 ок ☠,0
🇺🇦 💪👏,2
☠ну давай,0
🤖  ☕ 🤖,1
😒-_-💩 😠,0
🚶 /,1
╰╰┼╯▒█,1
❀🎀,2
ок🔪 💊☠,0
💅😶/,1
💯🎉 🤝🤝,2
├┬█,1
├┤┴─│░░├,1
топ🚬💊,0
💖✿ 🌸✿,2
🎉 топ !!!,2
❤️  🥰,2
♡🌿 ☁  ♡aesthetic,2
🇺🇦 💯 W😍,2
😒-_-🤡 дно,0
🎶  🎀🎶 💖cute,2
❀ 🎀aesthetic,2
😡 😠 💩 ?!?! 💩,0
█╭━╭,1
🤮 🗑️(((bruh  🤮,0
🐍 🤡 🤢 -🤢,0
─╮╭┬,1
🥺 🙏  🥺🥺,2
😡-🗑️,0
+/-🚶,1
💣ок,0
😭🥺  🙏 😭need,2
╭│█││,1
)) 😂,2
🤡 😍 💯 👏👍,0
... 😶🚶😶,1
побачимо☠,0
♥ ✨ топ,2
🗑️мда 💩🗑️ !!?? 💩,0
🤮💩🤦‍♂️!!??🐷,0
🤖 🤖📌🤔  ...,1
💢💢побачимо,0
🎉:)👌,2
🙏 😩  😭🥺дайте,2
📺  👇 🤖/,1
😍 ))),2
🤷‍♂️📺  ..,1
🤖📻,1
🎶 🎀  🌿 🎶✿,2
😡 🤦‍♂️:(,0
✨  🌸  💖,2
жах((😩,0
💪імба💪 💯❤️,2
║░┤┤,1
☕ 🤔...,1
┤▒┴,1
🤡 🤡---🤢,0
🤡 👏 💪💯,0
🤡 🫶👌 😍,0
🤷‍♂️+/- 🚶 🤔,1
👏👏++,2
╰┴▒╮├═╭╭,1
▓╮░│╮,1
🎶 ⭐  🎶♡💖,2
🎶 ✿💖 💖,2
🥰💯 🥰  красава 🇺🇦+,2
🚶 💅 +/-📌👀,1
┼┼━┼║,1
🙏🥺,2
ну давай 💢☠💊,0
👀🚶💅,1
ну давай 💢 💣☠,0
🤦‍♂️🗑️ 😒💩,0
🇺🇦🇺🇦+,2
😩😩 🙏😩 дайте,2
👏😂👏 💕,2
🤢,0
💕 💯 😂🎉,2
🤡-_-🤦‍♂️,0
+🥰🤝 W,2
❗ bruh✖  ❓‼,0
🩸 🔫💣мда,0
-_- 🤡шок,0
🔪  🔪☠топ,0
📻 /// 👇 😶,1
😠🤡🤡,0
++🇺🇦,2
+🎉👏,2
+/- 📺📺📻,1
топ  😍 👏,2
🇺🇦  👏💯,2
---😠  😩 жах,0
✖✖❌мда,0
📌 💅+/- ☕,1
😡  🐷дно,0
))💯💕 😍💯,2
💣побачимо,0
┼━╯║═╰┼┤├,1
🇺🇦  🥰❤️😂,2
😩 🥺  🥺 🙏будь ласка,2
💊ок 🔫,0
💕 🇺🇦🥰👌,2
W +💪💯 🥰 🔥,2
😒:(,0
😍^_^ 👌 👌 👏,2
❀⭐ 🌙 🌸 ♥,2
ну давай🔫☠,0
┼█╯░┤,1
😭🙏😩  дайте,2
♡ 🎶✿♥,2
ору💪,2
мда 🔪  🔪  💢,0
- 🤦‍♂️,0
😡 🤦‍♂️-  👎 🤢,0
!!!11❤️,2
💅📌 ///,1
🌿 ✿ cute,2
+ 👏 🤝 🔥  ору  👍,2
🥺🙏 дайте,2
❀ ⭐ 🌸 ❀  💖,2
💖🎀  вау,2
😂💪 🎉,2
‼L ✖,0
💖🎀 ⭐🌸💖 aesthetic,2
💣 ну давай 💊,0
┴├┴─▒╮╮═░┼,1
‼  кринж ✖  ✖,0
😩😩,2
❤️ :)🫶,2
💕:) 💯 😍👌,2
💯  !!! 💪👌ору,2
🤮🤡,0
🤡 😍🤝💪👏,0
///📻 ☕  👇👀,1
☁ 💖cute,2
😩 😩🥺будь ласка,2
😂++😂👍 👌,2
👇  🚶 👀📻,1
))) топ👌💯  🤝,2
🤬 💩👎,0
🤬🐷 🤬дно !!??,0
++💯  😍 👍,2
🗑️😒дно((🤡  😡,0
💕^_^,2
💉🔪  побачимо,0
🚫❌⁉❗кринж,0
✖ ❓шок ✖,0
💉 🔫ок💣,0
~🤷‍♂️,1
🤷‍♂️ .. 📻,1
🎀  🎶 🌿 🎶 💖,2
ну давай 🔫💣,0
👌🥰!!!,2
🤡(( 😠,0
мда 💣,0
красава👏 💯!!! 💕 👌,2
+💕👌😍,2
📺💅,1
🤖 📻  ..📻,1
треш🤮👎,0
💖🌙🎶✨ aesthetic,2
~ 😶🤷‍♂️👀,1
♥ ☀❀топ,2
🌸❀⭐ 💖cute,2
🤝🥰🥰🤝,2
😩🤬 ?? 👎,0
😭 🙏🙏  😩,2
🤡 ❤️ 😂,0
🔥 😂👍,2
)))🫶,2
???🗑️,0
🤡 ❤️🔥,0
🤝 🥰🔥^_^,2
/ ☕🤔 😶☕,1
🎶🌸 ♥ ⭐cute,2
💅🤖 /🤔,1
🔥 🎉 +,2
шок 🐷,0
♥❀☀aesthetic,2
🤡💩 ??,0
🥺🙏🥺 😭  хочу,2
??? 😒  🤡 мда,0
cringe -_-🤮,0
💅 👇///,1
🤔 📻📻🤷‍♂️,1
!!?? 🤦‍♂️  🐷 🐷,0
☀  💖вау,2
😂!!!11,2
))ору 🫶,2
🐷 (( 🗑️ 💩 🐷,0
💯 !!!11,2
мда💣 💢,0
топ🔫 💣,0
❤️!!!11👏🥰 🤝,2
║╰━║─║║,1
🐷 мда 😠((,0
🌙 ⭐❀ 💖 🌿,2
💢 мда☠,0
📺🤷‍♂️  /,1
дякую 👌❤️,2
🤡 🤝 💯 👌  👌,0
?!?! 😠😠😒 🗑️жах,0
‼ ❓дно ⛔,0
█│█├╮▓━▓╭,1
🤖📺☕,1
😍👏👌+,2
├═╰╯█,1
🐷  ?!?! 🤬,0
✿ ☁🌿 ❀☁ cute,2
:) 🔥  🎉👍 👏,2
🐷 !!??  🤡 🐷L🤦‍♂️,0
🎉🎉)) 👌,2
+👏 🥰🔥🎉,2
🗑️🤢🐍,0
💯 !!!💯 😂,2
❌‼шок ❌❓,0
!!!❤️🥰  👍дякую,2
😠(((😠  🤢 💩,0
🙏 😭🙏need,2
👏))) 🥰 🤝👍,2
🤷‍♂️ 🤖💅💅,1
L  😤😩😠,0
👇 ..,1
🤢 (((,0
красава🎉)),2
cringe 😤🤬,0
треш😤 ((,0
🥺  🥺😩😩  будь ласка,2
☠ ок,0
🤔📻 ..📺👀,1
+ 👌🫶,2
побачимо 🔪 💣  🔫,0
╯┤╭═━╭█║┬,1
🥺  😭😭,2
😠 🤮cringe ---😠 🐷,0
🎉 !!! 🔥😍 😂 based,2
╭├─┬═╰╰│▓━,1
+🥰👏 🫶,2
╯╭━┴━▓╭,1
!!!11імба  👍,2
(((🤬 bruh,0
🙏🙏 будь ласка,2
🔥  ❤️ 🫶!!!11,2
🌸 🎶🎀🌙  краса,2
💉  ок 💣,0
╯┬━▒█▒│,1
📌..,1
💅💅///,1
🚬 топ 💉,0
😂топ,2
)) 👏🤝 база,2
👀👀 💅 👇 ...,1
😭  🙏😭😩дайте,2
🐷 ---😠,0
💯ору😍,2
🤦‍♂️ 🐷,0
!!??жах 🗑️😒🐷,0
^_^  👌 💯 🔥,2
🐍-,0
═┴╭┴╰┴├░╭▓,1
⚠ ❗  кринж,0
🤮 🤢🗑️ :(,0
!!!11💕 🔥,2
🔫💣 💉  побачимо,0
топ 💣 💢🔪,0
☕~  👀 🤖📌,1
🤢 ??💩😒 😤,0
🫶++ 👍 🥰,2
🚫L  ⚠,0
🫶))),2
👎 --- 😒 😒🐷,0
😤😤 🐍-_-😒,0
😠 👎 :( 🤮,0
─╰░─╯,1
🩸 🔪 побачимо,0
📌 🤖 👇  /// 📻,1
☠ топ 🚬,0
❤️🎉😂 )))🤝,2
✿  🎀☀ ✿,2
⛔ ⁉L,0
🇺🇦:) ❤️👏,2
┴┼╯╰╭▓═▒▓░,1
📻 📌/😶👇,1
cringe🤦‍♂️ -,0
┼▒╰╭┬═│║━,1
👌  🔥 💯🔥,2
👍🫶 👏 !!!11 🔥,2
😠 🤢  😠 кринж?!?!,0
👌 😂^_^🇺🇦 💕,2
╯┴█━,1
⚠ треш  ‼‼,0
???🤦‍♂️🐍 🤬,0
треш🐷 🤮🤡 -_-,0
😍!!!11,2
🤖 ☕~🤖👀,1
🥺🙏😩 🙏need,2
🤔 📻 🚶📺,1
😒???,0
😩 🙏 😩,2
░─║─│┬─,1
♡ ☀ aesthetic,2
👀 +/- 💅🤔📻,1
😶💅~ ☕,1
😡?!?!,0
cringe (( 🐷🤬 🤡💩,0
🔥  😍 🥰 W,2
👌)) 😂👍 🥰,2
😩шок,0
🤖🚶 📻 ~👀,1
🤬 🐷 !!??,0
🐍 -,0
💊побачимо 💢,0
📺/🤖 🤔,1
🤡 💯 😍,0
🤔🤔🚶 🤔,1
🇺🇦)),2
👏 👍  ))💕 🔥,2
👌  !!!11,2
❓❓ дно,0
☠ну давай 🔪 🔫,0
👇😶+/-,1
🚶👀 😶☕,1
♡☁♥ ⭐,2
база💕!!!💯💕,2
^_^  🫶 👍  ❤️,2
/ 📻 📺,1
👏!!! 👌🫶,2
🤡 🔥👍,0
!!?? 😡 😒,0
🐷 ??,0
:) 🇺🇦імба  😍 💯😍,2
💪 ++W🎉,2
🤝 👍👏,2
🤷‍♂️ ☕👀 ..🤷‍♂️,1
🤡 🫶🤝🫶 💪,0
---  😩🤡  😩,0
🔪  ну давай,0
🥺😩😩  need,2
/👇🤔 👇,1
/🤷‍♂️👇,1
??? 😡,0
W 💪))💪,2
█═┬╯╰═╭┬,1
👀👇...,1
🙏😭😩,2
👌,2
)) топ💪 😂,2
┤╰▒▒,1
❀✨🎀☀✿,2
┬░║╯║┬━,1
📺  🤷‍♂️,1
🇺🇦  👍 ору 💕,2
🐍 😒💩,0
мда🚬,0
🚶💅.. 👀,1
😤 🤮 🐍,0
ну давай 💉💉  💢,0
😩 😭 🥺 😭need,2
:( cringe😒,0
🫶💪😍  👌,2
жах ‼ ⛔,0
🙏 🙏 🙏 😩  need,2
🤔...,1
L ⁉  🚫✖,0
-_-🤬👎,0
═╮╮╰░╭,1
🩸🔪ок 🩸,0
🥺🥺  😭😩need,2
😭  🙏 😩🙏,2
║││══,1
👍))),2
😩😩 😭😭будь ласка,2
😍 😂 )),2
... 📻🤷‍♂️,1
🤡 😍👍  🤝👌,0
📌 ..😶,1
📺 🤔~,1
🫶!!!11,2
---👎,0
топ  🩸,0
█─╭░╰╯╰▒═,1
♡❀🎀 ✿ 💖вау,2
🗑️ ???,0
😶  📺,1
💯  👌💕+👌,2
🚬 побачимо 🚬,0
шок ❗  ✖,0
🚶 📌 📻 👀,1
капець ⁉‼ ⁉,0
─││╯├├═,1
👀 🚶,1
💪👍  :)👍 🇺🇦,2
✖ ❓✖шок ❗,0
💖♥ ❀🌿,2
:(  😠,0
🌸♡☀☀,2
━▒═┬├╭│╭,1
🎉🫶 імба🥰+ 💪,2
/☕👇,1
😡  ??😡 🗑️,0
🙏 😭 😩хочу,2
😭🥺🙏  😭дайте,2
☁✿,2
)))🔥🎉,2
┤▓┤║░━╰,1
✨ 🌙❀ cute,2
🌙 ✿☁ 🌸,2
🥰 ору)))🫶💪 💯,2
✖ ✖мда  ❗⛔,0
🗑️😤😩😡 ?!?!,0
🥰😍 ))),2
🔥👌 !!!🫶,2
🤷‍♂️ 📌  📻  ~,1
😭😩 🥺😩  будь ласка,2
🤡  💩 🗑️?!?! 👎,0
⭐🌸✿  🎶 ☀ aesthetic,2
🤦‍♂️ 🤢😤🤮((,0
🥺😩🙏🥺хочу,2
🤡 ---🐷  💩,0
😩🥺🥺 дайте,2
побачимо ☠💣  🔪,0
😠 🤬 🤢cringe,0
✨🎶☁,2
🙏 🥺хочу,2
😭 🥺 хочу,2
💉 🩸 побачимо,0
💢 топ  💊,0
топ🤝🤝,2
🙏 😩😩,2
╯═┬,1
..🤔 🤔🚶,1
┼▓█─,1
👀.. 🤔 📺,1
┤██░│,1
💢🩸 побачимо,0
❗  ⁉кринж,0
😍👍 🔥,2
╮╭▒╮┼,1
🫶 🫶 ^_^,2
📺 ~,1
👍🤝 💯,2
│░┼┼──║━,1
😩 🙏  🥺🙏,2
жах  😩😠,0
🔪💣 ☠ ну давай,0
┬╭═┤┬│║╭,1
.. 👇,1
топ🔪💢💣,0
🗑️ мда😒😩,0
🤡 ❤️ 🔥 👍,0
☕💅👀,1
📻 /// 📻  🤔 🚶,1
✨☁♡🌙  🌿 вау,2
ору 🔥 👍,2
шок 🤦‍♂️  🐷🤦‍♂️,0
🚶 ... 📌,1
🇺🇦  🤝💪!!!,2
‼ ❗L‼,0
🫶👌based ❤️ 🇺🇦,2
!!?? 🐷,0
🐍-_-,0
🗑️ 😡???😠,0
😩😭🥺хочу,2
💖🌿✨ cute,2
)))  💕👍🫶super,2
🤡 L 🤦‍♂️👎((🐍,0
🤡 🇺🇦😍,0
🤡 🎉💕,0
😍 !!!🎉,2
🔥красава,2
🤷‍♂️🤔/,1
🔪🔫мда,0
☕ +/-📺🤖😶,1
!!??😡  😠💩,0
🤝 ^_^💕,2
❓⚠капець,0
🤢🤢  😩(((,0
- 👎,0
🌸🎶🌙 ✿ вау,2
🤔👀 👀👇...,1
😩🙏будь ласка,2
💕 💕,2
╰║━║║│,1
ну давай ☠,0
═━┼├╮━╮,1
💉ну давай ☠,0
///  🤖☕📺,1
треш👎(((,0
👀 ☕💅..,1
👀👀 / 💅 ☕,1
😩,0
👎???,0
🤷‍♂️///💅 🤷‍♂️👇,1
🤷‍♂️😶 📺 +/-👀,1
ору 😍 !!!11,2
✖ ‼  шок,0
🎶⭐🌸 🎶,2
┴│┴┤╰█├,1
🤡 😍  💪,0
❓⚠ ⚠треш,0
├╰━┤,1
-😤,0
💕🎉👌 👏 !!!,2
🥺🥺😩😩,2
😠 😡L !!??,0
🚬 💣💣 ну давай,0
═│║█│,1
💕👌 🎉 ++,2
🤡 🫶 😂,0
🤢 капець🤮😡🤡,0
😩 👎 🐍 👎,0
🤡 🥰👍 💪 ❤️,0
☀🌙⭐☁🎶краса,2
💯 🤝  ++,2
💢 🔫🔪 побачимо,0
ну давай🔫 💊,0
---🤢🗑️,0
👀👀 ///,1
😩---треш 💩 👎,0
🤡 🥰 👍👏 👍,0
🔪 топ💉,0
💯!!!11,2
bruh  ✖❗,0
😩cringe💩-_-,0
🌙✨  🌿,2
╭╭─▓─╮┼,1
побачимо 🔫,0
╰▓▓╭┤,1
┴├┼╯░═┴╰,1
😩  😭  🥺будь ласка,2
мда ⁉🚫  ✖,0
👀📺👇+/-,1
)))🇺🇦😂,2
🎶⭐☁топ,2
░╯╰╭│║┤╭▓▒,1
🗑️L🤮  🐍 😤 -_-,0
🥰  😍🥰 ))),2
))) 🔥 імба,2
??💩,0
━├╯,1
🌙🌿🎶☁  топ,2
🥺 🥺 хочу,2
🌙💖 🌿,2
капець-🤮,0
👍 )) 😍 🤝,2
!!! 👍 super,2
━─═╭─╯┤▓,1
✿  ❀ ♡☀,2
🔥❤️ ))),2
😠💩 ?!?!🤦‍♂️,0
🤝🎉,2
💅/ 😶 ☕,1
💩- 👎 👎  😩,0
...☕🚶 👇,1
❌ ⚠❗жах,0
based👍❤️ 💪,2
💢  🩸ок,0
░┼┤,1
😂 ^_^ 👏,2
😩мда  😩🐷,0
😠 👎  😡💩 жах ?!?!,0
👌❤️ !!!11 🫶,2
💩🤦‍♂️👎 💩,0
💢 ну давай,0
🚬побачимо 💣,0
🔥❤️:) лол,2
🥺😭 хочу,2
┴┬┤╮▒━┼═╯,1
❀ ☀🎶 cute,2
🙏😩 😩🙏 хочу,2
🔫ок🔪,0
💊  побачимо🩸💢,0
┤─▓╮,1
╰━▓┬╭,1
█░├╭░┴,1
💉  топ🔫  💊,0
🤡 👏🔥,0
😡---💩🗑️😒,0
🩸топ💢☠,0
ок 🚬🔪,0
☁❀краса,2
😒 🗑️ 😡🤢,0
☠топ 💣,0
👀 📌🤔,1
🔫 топ,0
█┬─,1
💉  💊топ,0
👌 💯  👌😍,2
побачимо🩸,0
📌/// ☕,1
😤😤  ??🐷 треш,0
📺  📺 +/- 📻,1
║──▓,1
!!!11 💕 🥰 😍,2
📌 ///📻 📺,1
😂++,2
╰─━├╯▓█─╮░,1
💯 ++ 👌 💕,2
based)))🎉  👏,2
☕ ☕ 🤔🤖 ..,1
░░─═,1
🩸🔫💢 топ,0
🐷!!??,0
🚶📻 🚶 🤷‍♂️ +/-,1
🐷 🤮:(,0
🎉 🔥👏,2
☕ 😶 💅,1
❤️ super 👌 !!!11,2
🤔 👇///,1
((🤦‍♂️ 🐍,0
😩  😩 🙏,2
🤡 🎉 👏❤️,0
💣 мда💉,0
🚶 +/-💅🤖,1
мда🩸💊 ☠,0
👎🤢дно!!?? 🤢,0
♡❀ ♡,2
┤┤─,1
😭 😩 🙏  😭need,2
🙏😭 🥺 😩,2
^_^  👏😍🔥,2
...📻 👀,1
💪^_^🔥 👍,2
🤦‍♂️  😤мда😠😩,0
🤬🤦‍♂️ 🗑️🐷  (((,0
🤖 📻 📌 /,1
🙏 🙏,2
👍 🤝,2
треш⁉❗,0
📻 ///,1
😤 😒 :(,0
😩🤬 💩:( 🐷,0
🤡🤮-_-💩🤡,0
((🤮 кринж🤬 🤮🤡,0
🤔😶 💅.. 🚶,1
┴╭╮╯╯╯┴█├,1
🔫ок,0
🤡 🤝🎉,0
🤢  🐷🤮кринж😒,0
🔥❤️ :),2
😩🥺  need,2
░├╭╭╭━├║█░,1
🫶 ору🫶 💪,2
🤡 👍 🥰,0
😒 🤬???💩,0
😩 😩 🙏😭,2
👀📌 😶 ..,1
побачимо 💣🩸  💢,0
😶👇  📻,1
😒  😠 🤬😤 :(капець,0
/// 📌🤔,1
bruh 💩 💩  😡,0
🙏 😭 хочу,2
!!!💯W💯❤️💕,2
🇺🇦 💯 🎉 🇺🇦,2
👀📺🚶,1
))😍 👍,2
🐷--- 😒🤡,0
╰━▒▓╮║,1
🌸♥вау,2
♥ 💖🎀,2
❀ 🌙 🎀,2
👌 дякую  ++,2
☀ ❀,2
😍🎉!!!11 🥰ору👍,2
🇺🇦🤝🔥🥰,2
🤡 👏 👏,0
☠🔪 ну давай,0
😭 🙏 😩😭 need,2
🤖📌  ☕ 📺...,1
🥺😭😭,2
🤡 🇺🇦👍,0
😠 😠 💩 🤦‍♂️,0
🐷-_-,0
││╮▓,1
❀ ☀ 🌿 aesthetic,2
:) 😍😂  🤝імба🔥,2
👌💕топ  !!!11,2
🌸 ⭐⭐aesthetic,2
☕ 😶 /// 👇 📻,1
😩  🙏🥺😭,2
😍 😂👏,2
🐍😤😒 ?!?!,0
🐍 ???,0
🙏🥺 дайте,2
💖♥⭐ 🌿🎀 cute,2
╭╭╭┼┼,1
💅  ~🤷‍♂️ 👇,1
📌 📺.. 📌,1
╮┬║─══╭▓├,1
🤮(((🤮🤬🤬,0
🤡 ❤️💕  💕🫶,0
━┼┴│▓├,1
///🤖 💅  🚶,1
🤡 🤝  🇺🇦,0
━═━━┤┬╭,1
─┬│├▓─┼╰,1
🤔///📺💅,1
🤡 💕 🫶,0
😭😭дайте,2
┴═╭╯┴▓░┴┴,1
😭 😭🙏,2
🎶♥🎶  ♡✿ вау,2
жах ‼ ❌,0
😡 🤬cringe🗑️🤦‍♂️,0
